model_id,sample_name,outcome,model_stage,model_purpose,requested_model_status,mandatory_controls,suggested_predictors,predictors_used,n_predictors_used,n_complete,public_n_complete,n_outcome_yes,n_outcome_no,public_n_outcome_yes,public_n_outcome_no,weighted_total,weighted_outcome_yes,weighted_pct_yes,fit_status,skip_reason,warning_messages,n_parameters,residual_df,null_deviance,residual_deviance,dispersion,model_stage_rank,min_outcome_cell,n_coefficients_reviewed,n_significant_05,n_significant_10,n_extreme_or,n_very_extreme_or,n_or_missing,n_not_estimable_terms,n_wide_ci,n_very_wide_ci,n_possible_conceptual_overlap,n_candidate_for_interpretation,n_coefficients_requiring_review,model_sample_flag,outcome_cell_flag,parameter_pressure_flag,instability_flag,conceptual_review_flag,final_selection_class,suitability_score,selection_priority
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M1_family_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1WP8; num_H1WP14; num_H1WP13; num_H1PR8; num_H1PR5,a_age_wave1; a_grade_wave1; num_H1WP8; num_H1WP14; num_H1WP13; num_H1PR8; num_H1PR5,1,2282,2282,125,2157,125,2157,7483810.049555595,385286.549088507,5.148267346942967,fitted,NA,NA,28,2254,925.8437212726031,823.7995833902617,1.04943743460434,3,125,27,9,11,3,5,0,0,4,1,0,4,9,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M2_school_context,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1ED19; num_H1ED24; num_H1ED20; num_H1PR2; num_H1ED23,a_age_wave1; a_grade_wave1; num_H1ED19; num_H1ED24; num_H1ED20; num_H1PR2; num_H1ED23,1,3228,3228,229,2999,229,2999,10307365.740629269,686968.901550983,6.664834826255454,fitted,NA,NA,25,3203,1580.9561311109755,1456.0714011777802,0.9877536745962642,4,229,24,4,5,0,0,0,0,1,0,0,4,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,wide_ci_review,no_automatic_conceptual_overlap_flag,usable_with_caution,90,2
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1HS9; num_H1PA7; num_H1MO9; num_H1MO10; num_H1GH46,a_age_wave1; a_grade_wave1; num_H1HS9; num_H1PA7; num_H1MO9; num_H1MO10; num_H1GH46,1,3153,3153,218,2935,218,2935,10023810.90996591,651832.327774941,6.5028394253414525,fitted,NA,glm.fit: algorithm did not converge,18,3135,1517.127739489906,1.7397809437181646e-8,6.792734920257146e-13,5,218,17,1,1,0,1,0,0,0,0,1,0,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,possible_conceptual_overlap_review,review_before_reporting,55,3
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M4_peers_relationships,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF9,a_age_wave1; a_grade_wave1; num_H1PF9,1,3128,3128,223,2905,223,2905,9955198.507900711,669835.935913869,6.728504061292893,fitted,NA,NA,8,3120,1542.472397845372,1484.852111276282,0.9967640286750286,6,223,7,2,2,0,0,0,0,0,0,0,2,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_H1HS9_yesno__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_H1HS9_yesno,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
strict_grade_10_12_age_15_19__a_sex_ever__M6_final_parsimonious_model,strict_grade_10_12_age_15_19,a_sex_ever,M6_final_parsimonious_model,Combine theoretically defensible and empirically supported predictors.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9; num_H1MO2; num_H1HS9; num_H1GH46; num_H1BC6; num_H1WP8; num_H1PA7; num_H1GI1Y,a_age_wave1; a_grade_wave1; num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9; num_H1MO2; num_H1HS9; num_H1GH46; num_H1BC6; num_H1WP8; num_H1PA7; num_H1GI1Y,1,2881,2881,1554,1327,1554,1327,9133706.27965414,4914893.962046379,53.81051034008605,fitted,NA,NA,50,2831,3977.164983883339,2941.2780216963824,1.0482661707726024,1,1327,49,18,19,1,0,0,0,1,0,1,17,2,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,possible_conceptual_overlap_review,usable_with_caution,60,2
strict_grade_10_12_age_15_19__a_sex_ever__M0_core_controls,strict_grade_10_12_age_15_19,a_sex_ever,M0_core_controls,Baseline model with mandatory controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,a_age_wave1; a_grade_wave1,1,3208,3208,1755,1453,1755,1453,10217739.050749663,5579417.73319071,54.60520870105166,fitted,NA,NA,4,3204,4419.979664566655,4273.778880484818,1.0003916101093775,2,1453,3,3,3,0,0,0,0,0,0,0,3,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_sex_ever__M1_family_context,strict_grade_10_12_age_15_19,a_sex_ever,M1_family_context,Assess family and household context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1WP8; num_H1WP13; num_H1PR7; num_H1PR5; num_H1PR8,a_age_wave1; a_grade_wave1; num_H1WP8; num_H1WP13; num_H1PR7; num_H1PR5; num_H1PR8,1,2265,2265,1108,1157,1108,1157,7417876.168336346,3606865.162400895,48.62396028929436,fitted,NA,NA,29,2236,3138.241013651006,2864.5880846326368,0.9996573588122298,3,1108,28,7,13,0,2,0,0,1,1,0,5,2,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,0,3
strict_grade_10_12_age_15_19__a_sex_ever__M2_school_context,strict_grade_10_12_age_15_19,a_sex_ever,M2_school_context,Assess school and educational context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1ED23; num_H1PR2; num_H1ED20; num_H1ED24; num_H1ED19,a_age_wave1; a_grade_wave1; num_H1ED23; num_H1PR2; num_H1ED20; num_H1ED24; num_H1ED19,1,3204,3204,1752,1452,1752,1452,10205570.204374736,5572594.359219752,54.603459166161976,fitted,NA,NA,25,3179,4414.489174351224,4082.9368661267217,0.9970232133012572,4,1452,24,9,15,0,1,0,0,0,0,0,8,1,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,very_extreme_or_review,no_automatic_conceptual_overlap_flag,review_before_reporting,65,3
strict_grade_10_12_age_15_19__a_sex_ever__M3_knowledge_attitudes,strict_grade_10_12_age_15_19,a_sex_ever,M3_knowledge_attitudes,"Assess knowledge, attitudes and perceptions net of core controls.",ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9,a_age_wave1; a_grade_wave1; num_H1MO3; num_H1PF6; num_H1PA3; num_H1MO10; num_H1MO9,1,2939,2939,1574,1365,1574,1365,9306430.61860309,4976073.803808619,53.46919788841166,fitted,NA,NA,24,2915,4060.159014457088,3205.2312031614647,1.0029399933883203,5,1365,23,15,17,4,0,0,0,0,0,0,11,4,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,extreme_or_review,no_automatic_conceptual_overlap_flag,usable_with_caution,20,2
strict_grade_10_12_age_15_19__a_sex_ever__M4_peers_relationships,strict_grade_10_12_age_15_19,a_sex_ever,M4_peers_relationships,Assess peer and relationship context net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,num_H1PF12; num_H1PF9; num_H1PF17,a_age_wave1; a_grade_wave1; num_H1PF12; num_H1PF9; num_H1PF17,1,3058,3058,1690,1368,1690,1368,9738088.96723253,5369328.729867458,55.137396546022416,fitted,NA,NA,16,3042,4206.9473852204565,3938.923400515013,0.99896125947258,6,1368,15,9,11,0,0,0,0,0,0,0,9,0,adequate_model_sample,adequate_outcome_cell,parameter_pressure_acceptable,no_major_numerical_instability_flag,no_automatic_conceptual_overlap_flag,technically_stable_candidate,100,1
strict_grade_10_12_age_15_19__a_sex_ever__M5_general_risk_behaviors,strict_grade_10_12_age_15_19,a_sex_ever,M5_general_risk_behaviors,Assess general risk behaviors net of core controls.,ready_for_script10_specification,a_age_wave1; a_female; a_grade_wave1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,skipped,no_suggested_predictors_for_this_block,NA,NA,NA,NA,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,0,0,0,not_fitted,not_fitted,not_fitted,not_fitted,not_fitted,not_selectable_not_fitted,0,9
